Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Provenance_Layer
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Mn_at%,30.0,at.%,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Co_at%,10.0,at.%,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Cr_at%,10.0,at.%,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Processing_route,Vacuum arc melting from >99.9 wt.% raw metals; drop cast to 12.7 x 12.7 x 75 mm; homogenized at 1150 C for 4 h in vacuum; room-temperature rolled 75%; annealed at 950 C for 1 h; air cooled,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Cast_method,Vacuum arc melting; drop casting,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Homogenization_T_K,1423.15,K,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Homogenization_time_h,4.0,h,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Cold_rolling_reduction_pct,75.0,%,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Annealing_T_K,1223.15,K,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Annealing_time_min,60.0,min,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Cooling_route,Air cooling,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Test_T_K,UNRESOLVED_NA,K,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED_NA_PENDING_MISSING_SUPPLEMENT,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Strain_rate_s-1,UNRESOLVED_NA,s^-1,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED_NA_PENDING_MISSING_SUPPLEMENT,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Gauge_length_mm,UNRESOLVED_NA,mm,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED_NA_PENDING_MISSING_SUPPLEMENT,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Gauge_width_mm,UNRESOLVED_NA,mm,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED_NA_PENDING_MISSING_SUPPLEMENT,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Specimen_thickness_mm,UNRESOLVED_NA,mm,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED_NA_PENDING_MISSING_SUPPLEMENT,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Grain_size_um,40.0,um,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Initial_FCC_fraction,0.79,fraction,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Initial_HCP_fraction,0.21,fraction,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,SFE_mJ_m2,UNRESOLVED_NA,mJ/m2,VERIFIED_ABSENCE_IN_MAIN_ARTICLE,"Experimental section and Figs.1-4, pp.621-625",Source review; no cross-paper transfer,High,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,SFE_method,UNRESOLVED_NA,as reported,VERIFIED_ABSENCE_IN_MAIN_ARTICLE,"Experimental section and Figs.1-4, pp.621-625",Source review; no cross-paper transfer,High,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,DeltaG_FCC_HCP_J_mol,UNRESOLVED_NA,J/mol,VERIFIED_ABSENCE_IN_MAIN_ARTICLE,"Experimental section and Figs.1-4, pp.621-625",Source review; no cross-paper transfer,High,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,DeltaG_method,UNRESOLVED_NA,as reported,VERIFIED_ABSENCE_IN_MAIN_ARTICLE,"Experimental section and Figs.1-4, pp.621-625",Source review; no cross-paper transfer,High,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Slip,1,binary,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,HCP_lath_or_lamella_note,Lath-shaped HCP; average HCP lath thickness approximately 4 um,as reported,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Evidence_TRIP,Real-time neutron/Rietveld phase fractions show continuous FCC loss from 0.79 during tensile loading to approximately 0.17 remaining at fracture.,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Evidence_TWIP,Real-time neutron grain-family intensity splitting and LD/TD reorientation show HCP {10.2} tensile twinning near 400 MPa and later compression/multiple HCP twinning.,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Characterization_methods,Real-time in-situ time-of-flight neutron diffraction,as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Source_location,"Experimental section and Figs.1-4, pp.621-625",as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Label_confidence,High,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Parent_Experiment_ID,P020_MC_TRIPHEA_INSITU,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,ML_Condition_ID,P020_MC_TRIPHEA_INSITU,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Observation_ID,P020_OBS_PRIMARY,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Data_Origin,EXPERIMENTAL,as reported,SOURCE_IDENTITY,"Experimental section and Figs.1-4, pp.621-625",Verified workbook and publisher DOI identity,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Observation_Role,INDEPENDENT_CONDITION,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Grouping_Review_Required,False,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Grouping_Confidence,HIGH,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Grouping_Reason,"New verified paper, one source-defined tensile condition and correlated in-situ stages",as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Recovered_Initial_FCC_fraction,0.79,fraction,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Recovered_Initial_HCP_fraction,0.21,fraction,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Recovered_TRIP,1,binary,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Recovered_TWIP,1,binary,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Effective_TRIP,1,binary,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Effective_TWIP,1,binary,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Study_Series_ID,P020_SERIES01,as reported,HIERARCHY_INTEGRATION,"Experimental section and Figs.1-4, pp.621-625",Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
