Target,Split_ID,Split_Strategy,Grouping_Level,Train_Condition_Count,Validation_Condition_Count,Train_Group_Count,Validation_Group_Count,Train_Positive,Train_Negative,Validation_Positive,Validation_Negative,Both_Classes_Train,Both_Classes_Validation,Group_Overlap,Paper_Overlap,Study_Overlap,Material_Overlap,Source_Alloy_Family_Overlap,Strict_Leakage_Overlap,Feature_Set,Feature_Complete_Train,Feature_Complete_Validation,Scientific_Validity,Statistical_Limitation,Recommended_Status,Notes,Number_of_Folds,Fold_Number,Design_Feasibility,Validation_Group_IDs,Feature_Complete_Train_Positive,Feature_Complete_Train_Negative,Feature_Complete_Validation_Positive,Feature_Complete_Validation_Negative,Train_TRIP_Positive,Train_TRIP_Negative,Validation_TRIP_Positive,Validation_TRIP_Negative,Train_TWIP_Positive,Train_TWIP_Negative,Validation_TWIP_Positive,Validation_TWIP_Negative,Train_00,Train_10,Train_01,Train_11,Validation_00,Validation_10,Validation_01,Validation_11
T1_TRIP,T1_LOPO_F03_P003,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M1_CHEMISTRY,21,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,3,NOT_FEASIBLE,P003,18,3,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOPO_F03_P003,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M2_CHEMISTRY_PLUS_TEST,16,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,3,NOT_FEASIBLE,P003,14,2,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOPO_F03_P003,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M3_PLUS_PROCESSING,16,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,3,NOT_FEASIBLE,P003,14,2,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOPO_F03_P003,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M4_PLUS_PHYSICS,16,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,3,NOT_FEASIBLE,P003,14,2,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOPO_F03_P003,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M5_PLUS_INITIAL_MICROSTRUCTURE,13,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,3,NOT_FEASIBLE,P003,13,0,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOPO_F04_P007,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,23,5,4,0,True,False,0,0,0,0,0,0,M1_CHEMISTRY,20,4,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P007; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,4,NOT_FEASIBLE,P007,17,3,4,0,23,5,4,0,18,5,3,1,1,4,4,14,0,1,0,3
T1_TRIP,T1_LOPO_F04_P007,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,23,5,4,0,True,False,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,15,4,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P007; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,4,NOT_FEASIBLE,P007,13,2,4,0,23,5,4,0,18,5,3,1,1,4,4,14,0,1,0,3
T1_TRIP,T1_LOPO_F04_P007,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,23,5,4,0,True,False,0,0,0,0,0,0,M3_PLUS_PROCESSING,15,4,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P007; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,4,NOT_FEASIBLE,P007,13,2,4,0,23,5,4,0,18,5,3,1,1,4,4,14,0,1,0,3
T1_TRIP,T1_LOPO_F04_P007,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,23,5,4,0,True,False,0,0,0,0,0,0,M4_PLUS_PHYSICS,15,4,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P007; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,4,NOT_FEASIBLE,P007,13,2,4,0,23,5,4,0,18,5,3,1,1,4,4,14,0,1,0,3
T1_TRIP,T1_LOPO_F04_P007,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,23,5,4,0,True,False,0,0,0,0,0,0,M5_PLUS_INITIAL_MICROSTRUCTURE,12,4,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P007; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,4,NOT_FEASIBLE,P007,12,0,4,0,23,5,4,0,18,5,3,1,1,4,4,14,0,1,0,3
T1_TRIP,T1_LOPO_F05_P008,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,25,3,2,2,True,True,0,0,0,0,0,0,M1_CHEMISTRY,23,1,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P008; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,5,NOT_FEASIBLE,P008,21,2,0,1,25,3,2,2,18,6,3,0,1,5,2,16,0,0,2,1
T1_TRIP,T1_LOPO_F05_P008,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,25,3,2,2,True,True,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,18,1,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P008; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,5,NOT_FEASIBLE,P008,17,1,0,1,25,3,2,2,18,6,3,0,1,5,2,16,0,0,2,1
T1_TRIP,T1_LOPO_F05_P008,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,25,3,2,2,True,True,0,0,0,0,0,0,M3_PLUS_PROCESSING,18,1,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P008; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,5,NOT_FEASIBLE,P008,17,1,0,1,25,3,2,2,18,6,3,0,1,5,2,16,0,0,2,1
T1_TRIP,T1_LOPO_F05_P008,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,25,3,2,2,True,True,0,0,0,0,0,0,M4_PLUS_PHYSICS,18,1,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P008; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,5,NOT_FEASIBLE,P008,17,1,0,1,25,3,2,2,18,6,3,0,1,5,2,16,0,0,2,1
T1_TRIP,T1_LOPO_F05_P008,LEAVE_ONE_PAPER_OUT,Paper_ID,28,4,11,1,25,3,2,2,True,True,0,0,0,0,0,0,M5_PLUS_INITIAL_MICROSTRUCTURE,16,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P008; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,5,NOT_FEASIBLE,P008,16,0,0,0,25,3,2,2,18,6,3,0,1,5,2,16,0,0,2,1
T1_TRIP,T1_LOPO_F06_P010,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M1_CHEMISTRY,21,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P010; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P010,19,2,2,1,25,4,2,1,18,6,3,0,1,5,3,15,0,0,1,2
T1_TRIP,T1_LOPO_F06_P010,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P010; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P010,17,2,0,0,25,4,2,1,18,6,3,0,1,5,3,15,0,0,1,2
T1_TRIP,T1_LOPO_F06_P010,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M3_PLUS_PROCESSING,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P010; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P010,17,2,0,0,25,4,2,1,18,6,3,0,1,5,3,15,0,0,1,2
T1_TRIP,T1_LOPO_F06_P010,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M4_PLUS_PHYSICS,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P010; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P010,17,2,0,0,25,4,2,1,18,6,3,0,1,5,3,15,0,0,1,2
T1_TRIP,T1_LOPO_F06_P010,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M5_PLUS_INITIAL_MICROSTRUCTURE,16,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P010; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P010,16,0,0,0,25,4,2,1,18,6,3,0,1,5,3,15,0,0,1,2
T1_TRIP,T1_LOPO_F07_P011,LEAVE_ONE_PAPER_OUT,Paper_ID,30,2,11,1,25,5,2,0,True,False,0,0,0,0,1,0,M1_CHEMISTRY,22,2,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P011; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P011,19,3,2,0,25,5,2,0,20,5,1,1,1,4,4,16,0,1,0,1
T1_TRIP,T1_LOPO_F07_P011,LEAVE_ONE_PAPER_OUT,Paper_ID,30,2,11,1,25,5,2,0,True,False,0,0,0,0,1,0,M2_CHEMISTRY_PLUS_TEST,17,2,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P011; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P011,15,2,2,0,25,5,2,0,20,5,1,1,1,4,4,16,0,1,0,1
T1_TRIP,T1_LOPO_F07_P011,LEAVE_ONE_PAPER_OUT,Paper_ID,30,2,11,1,25,5,2,0,True,False,0,0,0,0,1,0,M3_PLUS_PROCESSING,17,2,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P011; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P011,15,2,2,0,25,5,2,0,20,5,1,1,1,4,4,16,0,1,0,1
T1_TRIP,T1_LOPO_F07_P011,LEAVE_ONE_PAPER_OUT,Paper_ID,30,2,11,1,25,5,2,0,True,False,0,0,0,0,1,0,M4_PLUS_PHYSICS,17,2,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P011; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P011,15,2,2,0,25,5,2,0,20,5,1,1,1,4,4,16,0,1,0,1
T1_TRIP,T1_LOPO_F07_P011,LEAVE_ONE_PAPER_OUT,Paper_ID,30,2,11,1,25,5,2,0,True,False,0,0,0,0,1,0,M5_PLUS_INITIAL_MICROSTRUCTURE,14,2,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P011; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P011,14,0,2,0,25,5,2,0,20,5,1,1,1,4,4,16,0,1,0,1
T1_TRIP,T1_LOPO_F08_P012,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M1_CHEMISTRY,21,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P012; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P012,18,3,3,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOPO_F08_P012,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P012; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P012,14,2,3,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOPO_F08_P012,LEAVE_ONE_PAPER_OUT,Paper_ID,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M3_PLUS_PROCESSING,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P012; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P012,14,2,3,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
